No,Stock Code,Company Name,Remarks,Previous,Open Price,Last Trading Date,First Trade,High,Low,Close,Change,Volume,Value,Frequency,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
1,AALI,Astra Agro Lestari Tbk.,--M-1M3EM00000D232------------,7650,0,25 Jun 2021,0,7800,7650,7800,150,923000,7157252500,585,633.7,7800,6700,7775,24000,1924688333,1924688333,1924688333,35700,134600,30,230250,1
2,ABBA,Mahaka Media Tbk.,--U-2100000000E614-E-L--------,232,0,25 Jun 2021,0,236,224,224,-8,29231400,6690248800,2106,393.0,226,132000,224,2011700,2755125000,2755125000,2755125000,5279900,2690500,0,0,0
3,ABDA,Asuransi Bina Dana Arta Tbk.,XDU-2105000000G412------------,7075,0,25 Jun 2021,0,7050,7050,7050,-25,500,3525000,1,1609.5,7050,1200,0,0,620806680,620806680,620806680,0,0,0,0,0
4,ABMM,ABM Investama Tbk.,--U-1105000000C311------------,810,0,25 Jun 2021,0,840,805,810,0,68800,56186000,52,21.6,810,7000,805,1000,2753165000,2753165000,2753165000,0,0,0,0,0
5,ACES,Ace Hardware Indonesia Tbk.,XDMO1U7PMN0000E743M-----------,1330,1330,25 Jun 2021,1325,1340,1295,1335,5,15335300,20255189500,2676,1628.0,1335,110200,1325,9700,17150000000,17150000000,17150000000,10247300,13978400,0,0,0
6,ACST,Acset Indonusa Tbk.,--U-1105000000J211------------,210,0,25 Jun 2021,0,216,208,210,0,5678100,1197360800,682,15.5,212,455500,210,485200,6425160000,6425160000,6425160000,201800,906400,0,0,0
7,ADES,Akasha Wira International Tbk.,--U-2130000000D212------------,1850,0,25 Jun 2021,0,1865,1775,1835,-15,125700,227767500,131,95.3,1835,1200,1785,400,589896800,589896800,589896800,0,5900,0,0,0
8,ADHI,Adhi Karya (Persero) Tbk.,--M-1135400000J211------------,810,0,25 Jun 2021,0,810,775,780,-30,26912100,21264720000,4185,612.6,785,63200,780,121400,3560849376,3560849376,3560849376,953700,4313600,0,0,0
9,ADMF,Adira Dinamika Multi Finance Tbk.,--U-110F000000G211------------,8075,0,25 Jun 2021,0,8200,8000,8000,-75,51200,411095000,111,344.1,8050,2000,8000,4500,1000000000,1000000000,1000000000,2100,0,0,0,0
10,ADMG,Polychem Indonesia Tbk,--U-1130000000B111------------,152,0,25 Jun 2021,0,157,151,156,4,666200,101178400,115,13.9,156,38100,155,700,3889179559,3889179559,3889179559,0,459700,0,0,0
11,ADRO,Adaro Energy Tbk.,--MO1XD5U60000A121------------,1245,1255,25 Jun 2021,1260,1295,1235,1285,40,106349300,134528302500,9982,116.8,1285,759500,1280,605500,31985962000,31985962000,31985962000,42480500,26101400,0,0,0
12,AGAR,Asia Sejahtera Mina Tbk.,--U-2130000000D231------------,442,0,25 Jun 2021,0,440,414,414,-28,10600,4401800,12,376.4,436,4000,414,3800,1000000000,1000000000,1000000000,0,0,0,0,0
13,AGII,Aneka Gas Industri Tbk.,--U-1135000000B111------------,1370,0,25 Jun 2021,0,1485,1370,1405,35,57323300,82245526500,12322,127.7,1410,100800,1405,243600,3066660000,3066660000,3066660000,1168100,739100,0,0,0
14,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,--U-1105000000G111------------,1475,0,25 Jun 2021,0,1765,1475,1640,165,327536400,534296242500,44211,2679.4,1645,860700,1640,4584400,21379233779,21379233779,21379233779,9243700,37539800,550040,831540000,5
15,AGRS,Bank IBK Indonesia Tbk.,XRU-2105000000G111------------,262,0,25 Jun 2021,0,244,244,244,-18,1448100,353336400,236,303.0,244,43129000,0,0,17130711162,17130711162,18405623844,0,20100,0,0,0
