No,Stock Code,Company Name,Remarks,Previous,Open Price,Last Trading Date,First Trade,High,Low,Close,Change,Volume,Value,Frequency,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
1,AALI,Astra Agro Lestari Tbk.,--M-1M3EM00000D232------------,7525,0,16 Jul 2021,0,7875,7550,7725,200,2368100,18353297500,2007,627.6,7750,14600,7725,145500,1924688333,1924688333,1924688333,224400,745700,0,0,0
2,ABBA,Mahaka Media Tbk.,--U-2100000000E614-E-L--------,268,0,16 Jul 2021,0,276,268,274,6,15909800,4332233800,1486,480.7,276,1067300,274,1170200,2755125000,2755125000,2755125000,101400,1453100,0,0,0
3,ABDA,Asuransi Bina Dana Arta Tbk.,XDU-2105000000G412------------,6950,0,16 Jul 2021,0,0,0,6950,0,0,0,0,1586.7,6950,200,6900,100,620806680,620806680,620806680,0,0,0,0,0
4,ABMM,ABM Investama Tbk.,--U-1105000000C311------------,1255,0,16 Jul 2021,0,1545,1255,1325,70,4435700,6129055000,2537,35.3,1335,300,1325,12200,2753165000,2753165000,2753165000,0,0,0,0,0
5,ACES,Ace Hardware Indonesia Tbk.,XDMO1H7PMN0000E743M-----------,1465,1465,16 Jul 2021,1465,1470,1405,1420,-45,17283800,24537739500,3016,1731.7,1420,33700,1415,38600,17150000000,17150000000,17150000000,8668200,10256900,34564300,50732892400,3
6,ACST,Acset Indonusa Tbk.,--U-1105000000J211------------,260,0,16 Jul 2021,0,264,244,262,2,70965000,17948535200,6267,19.3,264,891200,262,10980400,6425160000,6425160000,6425160000,2463000,557600,0,0,0
7,ADES,Akasha Wira International Tbk.,--U-2130000000D212------------,2600,0,16 Jul 2021,0,2680,2530,2610,10,197700,516527000,212,135.6,2630,8400,2610,200,589896800,589896800,589896800,0,0,0,0,0
8,ADHI,Adhi Karya (Persero) Tbk.,--M-1135400000J211------------,660,0,16 Jul 2021,0,690,665,680,20,20198600,13627819000,2696,534.0,685,264900,680,28600,3560849376,3560849376,3560849376,7400,2861500,0,0,0
9,ADMF,Adira Dinamika Multi Finance Tbk.,XDU-110F000000G211------------,7550,0,16 Jul 2021,0,7600,7500,7575,25,149300,1124800000,246,325.8,7600,6700,7575,13800,1000000000,1000000000,1000000000,15000,10000,0,0,0
10,ADMG,Polychem Indonesia Tbk,--U-1130000000B111------------,214,0,16 Jul 2021,0,218,208,214,0,3149500,663315800,330,19.1,216,170000,214,43100,3889179559,3889179559,3889179559,0,0,0,0,0
